"ID","t","assess.num","assess.start","assess.stop","assess.status","x","z","v"
1,0.28128032427127,1,0,0.283830545253296,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,2,0.283830545253296,0.291248438269805,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,3,0.291248438269805,0.371710057489224,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,4,0.371710057489224,0.392391226904696,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,5,0.392391226904696,1.76927055585875,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,6,1.76927055585875,2.90195168705867,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,7,2.90195168705867,2.91651488565943,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,8,2.91651488565943,3.26740735285901,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,9,3.26740735285901,3.35413186492035,1,0.493814313550749,0.648634079204441,0.451251022385135
1,0.28128032427127,0,3.35413186492035,4,0,0.493814313550749,0.648634079204441,0.451251022385135
2,2.78212963452779,1,0,0.0386552317743071,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,2,0.0386552317743071,0.406936546214946,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,3,0.406936546214946,0.413728659682751,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,4,0.413728659682751,1.04409180004461,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,5,1.04409180004461,2.05264729067612,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,6,2.05264729067612,2.73492508886247,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,7,2.73492508886247,3.52674965307191,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,8,3.52674965307191,3.75086903142574,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,9,3.75086903142574,3.97981384234348,1,-1.26402487786647,-0.641337035374655,-0.00776949425801959
2,2.78212963452779,0,3.97981384234348,4,0,-1.26402487786647,-0.641337035374655,-0.00776949425801959
3,4.36951640096393,1,0,0.0523769006433919,1,-3.20511393187031,1.74619657295475,1.72067947676302
3,4.36951640096393,2,0.0523769006433919,0.304116959958114,1,-3.20511393187031,1.74619657295475,1.72067947676302
3,4.36951640096393,3,0.304116959958114,0.466451373097478,1,-3.20511393187031,1.74619657295475,1.72067947676302
3,4.36951640096393,4,0.466451373097478,1.17950517238417,1,-3.20511393187031,1.74619657295475,1.72067947676302
3,4.36951640096393,5,1.17950517238417,2.00936847137466,1,-3.20511393187031,1.74619657295475,1.72067947676302
